Geneid,log2FoldChange,pvalue,-log10(pvalue),comparison,Regulation,JGI_annotation,KEGG_annotation
jgi|Sacce1|2116|YER156C,2.548854869949905,1.7675282647808373e-05,4.7526336326144,EBY / GNHR,Upregulated,,K25877 MYG1 exonuclease [EC:3.1.-.-] | (RefSeq) MYG1; Myg1p
jgi|Sacce1|5005|YMR305C,2.53714835126235,9.043173712487217e-05,4.04367912661208,EBY / GNHR,Upregulated,"Glucan 1,3-beta-glucosidase",no KO assigned | (RefSeq) SCW10; putative family 17 glucosidase
jgi|Sacce1|44|YAL035W,2.5369948214023577,5.225484240456668e-05,4.281873457711901,EBY / GNHR,Upregulated,DNA ligase (ATP),"K03243 translation initiation factor 5B | (RefSeq) FUN12, yIF2; translation initiation factor eIF5B"
jgi|Sacce1|4382|YLR336C,2.5341019163325433,1.362479650274569e-05,4.8656699755389985,EBY / GNHR,Upregulated,DNA ligase (ATP),K17583 nucleolar MIF4G domain-containing protein 1 | (RefSeq) SGD1; Sgd1p
jgi|Sacce1|6113|YPL237W,2.5267925198773424,1.0037265214927625e-06,5.998384600323864,EBY / GNHR,Upregulated,,K03238 translation initiation factor 2 subunit 2 | (RefSeq) SUI3; translation initiation factor eIF2 subunit beta
jgi|Sacce1|2080|YER126C,2.5234826398673853,2.7828590299433542e-05,4.555508792971867,EBY / GNHR,Upregulated,,K14842 ribosome biogenesis protein NSA2 | (RefSeq) NSA2; rRNA-processing protein NSA2
jgi|Sacce1|816|YDL191W,2.5192609362059564,1.1754387518922834e-05,4.929799995554956,EBY / GNHR,Upregulated,,"K02918 large subunit ribosomal protein L35e | (RefSeq) RPL35A, SOS1; ribosomal 60S subunit protein L35A"
jgi|Sacce1|400|YBR143C,2.5116871158874896,1.847615113071727e-06,5.7333884939808,EBY / GNHR,Upregulated,,"K03265 peptide chain release factor subunit 1 | (RefSeq) SUP45, SAL4, SUP1, SUP47; translation termination factor eRF1"
jgi|Sacce1|2063|YER110C,2.511267058691972,1.0998521391121365e-05,4.958665696190815,EBY / GNHR,Upregulated,1-phosphatidylinositol 3-kinase,"K20221 importin-4 | (RefSeq) KAP123, YRB4; karyopherin KAP123"
jgi|Sacce1|206|YBL035C,2.485705628074638,2.2775048308919342e-05,4.642540693157386,EBY / GNHR,Upregulated,DNA-directed DNA polymerase,K02321 DNA polymerase alpha subunit B | (RefSeq) POL12; DNA-directed DNA polymerase alpha subunit POL12
jgi|Sacce1|6271|YPL086C,2.4843074771000193,2.1587310073580215e-07,6.6658014703559925,EBY / GNHR,Upregulated,Histone acetyltransferase,"K07739 elongator complex protein 3 (tRNA carboxymethyluridine synthase) [EC:2.3.1.311] | (RefSeq) ELP3, HPA1, KAT9, KTI8, TOT3; Elongator subunit ELP3"
jgi|Sacce1|4033|YLR014C,2.4813975745940002,1.0636880419629697e-05,4.973185723092785,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) PPR1; Ppr1p
jgi|Sacce1|1424|YDR385W,2.473187166454251,4.308559074834946e-06,5.365667948047652,EBY / GNHR,Upregulated,,K03234 elongation factor 2 | (RefSeq) EFT2; elongation factor 2
jgi|Sacce1|1955|YER025W,2.464627773209337,6.381528418319939e-06,5.195075292415867,EBY / GNHR,Upregulated,,"K03242 translation initiation factor 2 subunit 3 | (RefSeq) GCD11, SUI4; translation initiation factor eIF2 subunit gamma"
jgi|Sacce1|3673|YKL154W,2.4640022659118563,3.3058919819541356e-05,4.4807113408455335,EBY / GNHR,Upregulated,,K12272 signal recognition particle receptor subunit beta | (RefSeq) SRP102; Signal recognition particle receptor subunit beta
jgi|Sacce1|5822|YOR166C,2.4622030500205954,8.583077566582401e-06,5.066356962671801,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) SWT1; mRNA-processing endoribonuclease
jgi|Sacce1|6357|YPL001W,2.458178748886715,2.299418309757515e-05,4.638382014770842,EBY / GNHR,Upregulated,Histone acetyltransferase,"K11303 histone acetyltransferase 1 [EC:2.3.1.48] | (RefSeq) HAT1, KAT1; histone acetyltransferase catalytic subunit HAT1"
jgi|Sacce1|307|YBR061C,2.4568461632355336,1.675347802630728e-05,4.77589501962215,EBY / GNHR,Upregulated,Methyltransferases,K14864 tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [EC:2.1.1.205] | (RefSeq) TRM7; tRNA methyltransferase TRM7
jgi|Sacce1|1678|YIL096C,2.4554404791547038,1.0011499742836734e-05,4.999500859458688,EBY / GNHR,Upregulated,,K19307 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313] | (RefSeq) BMT5; 25S rRNA (uracil2634-N3)-methyltransferase
jgi|Sacce1|3684|YKL144C,2.454067262982029,1.0658929189636301e-05,4.972286422925859,EBY / GNHR,Upregulated,DNA-directed RNA polymerase,"K03022 DNA-directed RNA polymerase III subunit RPC8 | (RefSeq) RPC25, YKL1; DNA-directed RNA polymerase III subunit RPC25"
jgi|Sacce1|4312|YLR272C,2.4533744345821953,8.543650047895921e-06,5.0683565488665865,EBY / GNHR,Upregulated,,"K06677 condensin complex subunit 1 | (RefSeq) YCS4, LOC7; condensin subunit YCS4"
jgi|Sacce1|3019|YHR064C,2.4519316076618924,5.69294773635173e-07,6.244662803175671,EBY / GNHR,Upregulated,,"no KO assigned | (RefSeq) SSZ1, PDR13; Ssz1p"
jgi|Sacce1|3153|YHR181W,2.4496149816060613,7.957157606871207e-06,5.099242039812918,EBY / GNHR,Upregulated,,"no KO assigned | (RefSeq) SVP26, ERV26; Svp26p"
jgi|Sacce1|5222|YNL153C,2.4469855006581325,1.0861507202985935e-05,4.964109905454177,EBY / GNHR,Upregulated,,"K09550 prefoldin subunit 4 | (RefSeq) GIM3, PFD4; tubulin-binding prefolding complex subunit GIM3"
jgi|Sacce1|3136|YHR167W,2.4427324794984684,1.699314871895262e-05,4.769726141756815,EBY / GNHR,Upregulated,,K18713 THO complex subunit THP2 | (RefSeq) THP2; Thp2p
jgi|Sacce1|618|YCL027W,2.4380558114957136,3.002149654872927e-06,5.522567662304102,EBY / GNHR,Upregulated,,K11243 nuclear fusion protein | (RefSeq) FUS1; Fus1p
jgi|Sacce1|2497|YGL070C,2.4292111568627317,3.7945184522080307e-06,5.4208433309196025,EBY / GNHR,Upregulated,DNA-directed RNA polymerase,"K03017 DNA-directed RNA polymerase II subunit RPB9 | (RefSeq) RPB9, SSU73; DNA-directed RNA polymerase II core subunit RPB9"
jgi|Sacce1|3474|YJR040W,2.428643489226697,3.836618848781828e-05,4.416051343906449,EBY / GNHR,Upregulated,,"K05012 chloride channel 3/4/5 | (RefSeq) GEF1, CLC; Gef1p"
jgi|Sacce1|399|YBR142W,2.4263482385806903,7.233040738374971e-05,4.14067908883602,EBY / GNHR,Upregulated,Adenosinetriphosphatase,K14805 ATP-dependent RNA helicase DDX24/MAK5 [EC:5.6.2.7] | (RefSeq) MAK5; putative ATP-dependent RNA helicase
jgi|Sacce1|738|YCR092C,2.425097399851371,3.4647247176784786e-05,4.460331265624329,EBY / GNHR,Upregulated,,K08736 DNA mismatch repair protein MSH3 | (RefSeq) MSH3; mismatch repair protein MSH3
jgi|Sacce1|6435|YPR074C,2.423848429690247,1.3605004593829965e-05,4.86630130724147,EBY / GNHR,Upregulated,Transketolase,K00615 transketolase [EC:2.2.1.1] | (RefSeq) TKL1; transketolase TKL1
jgi|Sacce1|2027|YER082C,2.4175986660733577,7.7763804766914e-05,4.1092224987395545,EBY / GNHR,Upregulated,,"K14768 U3 small nucleolar RNA-associated protein 7 | (RefSeq) UTP7, KRE31; Utp7p"
jgi|Sacce1|4407|YLR359W,2.413924801879129,4.892693733659784e-05,4.3104519687780645,EBY / GNHR,Upregulated,Adenylosuccinate lyase,"K01756 adenylosuccinate lyase [EC:4.3.2.2] | (RefSeq) ADE13, BRA1, BRA8; adenylosuccinase ADE13"
jgi|Sacce1|3778|YKL057C,2.4133041521755594,1.5036238850330781e-05,4.822860784144926,EBY / GNHR,Upregulated,,"K14303 nuclear pore complex protein Nup160 | (RefSeq) NUP120, RAT2; Nup120p"
jgi|Sacce1|3337|YJL097W,2.4105315920118575,2.2734530854778887e-05,4.6433140033802704,EBY / GNHR,Upregulated,,K10703 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134] | (RefSeq) PHS1; enoyl-CoA hydratase PHS1
jgi|Sacce1|4249|YLR212C,2.407707628706043,3.603323739736607e-05,4.443296717043411,EBY / GNHR,Upregulated,,K10389 tubulin gamma | (RefSeq) TUB4; gamma-tubulin
jgi|Sacce1|1469|YDR429C,2.402497500968416,4.695359587609268e-05,4.328331142282982,EBY / GNHR,Upregulated,,K03248 translation initiation factor 3 subunit G | (RefSeq) TIF35; translation initiation factor eIF3 core subunit G
jgi|Sacce1|4167|YLR146C,2.3964167282727553,5.240991351457076e-07,6.280586556957885,EBY / GNHR,Upregulated,Spermine synthase,K00802 spermine synthase [EC:2.5.1.22] | (RefSeq) SPE4; spermine synthase
jgi|Sacce1|4022|YLR003C,2.396177965070279,5.633544087125881e-07,6.249218302621307,EBY / GNHR,Upregulated,,K14784 protein CMS1 | (RefSeq) CMS1; Cms1p
jgi|Sacce1|5696|YOR046C,2.394774016130753,1.0091181459192272e-05,4.996057984291326,EBY / GNHR,Upregulated,In phosphorous-containing anhydrides,"K18655 ATP-dependent RNA helicase DDX19/DBP5 [EC:5.6.2.7] | (RefSeq) DBP5, RAT8; ATP-dependent RNA helicase DBP5"
jgi|Sacce1|1661|YIL110W,2.393888073747991,9.76598018100243e-07,6.010284161404549,EBY / GNHR,Upregulated,,"K18803 protein-histidine N-methyltransferase [EC:2.1.1.85] | (RefSeq) HPM1, MNI1; protein-histidine N-methyltransferase"
jgi|Sacce1|3020|YHR065C,2.390995049464225,1.6391530353092165e-05,4.785380497748789,EBY / GNHR,Upregulated,In phosphorous-containing anhydrides,K14777 ATP-dependent RNA helicase DDX47/RRP3 [EC:5.6.2.7] | (RefSeq) RRP3; RNA-dependent ATPase RRP3
jgi|Sacce1|4591|YML077W,2.382132642405558,6.483075229624459e-05,4.188218938813383,EBY / GNHR,Upregulated,,K20300 trafficking protein particle complex subunit 1 | (RefSeq) BET5; TRAPP subunit BET5
jgi|Sacce1|4457|YLR405W,2.381846883355066,2.9787382827124684e-05,4.525967653000779,EBY / GNHR,Upregulated,Oxidoreductases,K05545 tRNA-dihydrouridine synthase 4 [EC:1.3.1.90] | (RefSeq) DUS4; tRNA dihydrouridine synthase
jgi|Sacce1|5713|YOR063W,2.37910480037692,1.2265432223707932e-05,4.911317143008851,EBY / GNHR,Upregulated,,"K02925 large subunit ribosomal protein L3e | (RefSeq) RPL3, MAK8, TCM1, YOR29-14; ribosomal 60S subunit protein L3"
jgi|Sacce1|175|YBL063W,2.3714378666543308,5.212292137764191e-06,5.282971251005621,EBY / GNHR,Upregulated,Plus-end-directed kinesin ATPase,"K10398 kinesin family member 11 | (RefSeq) KIP1, CIN9; Kip1p"
jgi|Sacce1|5323|YNL061W,2.3710199382310453,5.8613397589157584e-05,4.232003103538087,EBY / GNHR,Upregulated,,"K14835 25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310] | (RefSeq) NOP2, YNA1; rRNA (cytosine-C5-)-methyltransferase NOP2"
jgi|Sacce1|5824|YOR168W,2.3702435494716485,2.3073274295189065e-07,6.636890770999913,EBY / GNHR,Upregulated,Glutamine--tRNA ligase,K01886 glutaminyl-tRNA synthetase [EC:6.1.1.18] | (RefSeq) GLN4; glutamine--tRNA ligase
jgi|Sacce1|4954|YMR259C,2.368977949463021,4.087420936699853e-05,4.388550634842254,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) TRM732; tRNA methylation protein TRM732
jgi|Sacce1|3439|YJR003C,2.3685727791953566,9.659612848072477e-05,4.015040279517755,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) MRX12; Mrx12p
jgi|Sacce1|3699|YKL130C,2.3674361196439517,1.716647476007481e-05,4.7653188806943785,EBY / GNHR,Upregulated,,K18736 SWI5-dependent HO expression protein 2 | (RefSeq) SHE2; She2p
jgi|Sacce1|3444|YJR007W,2.3673026772705863,5.7899543947662955e-06,5.237324857028928,EBY / GNHR,Upregulated,,K03237 translation initiation factor 2 subunit 1 | (RefSeq) SUI2; translation initiation factor eIF2 subunit alpha
jgi|Sacce1|6393|YPR033C,2.3627988331532768,3.3781327830073407e-06,5.47132328377803,EBY / GNHR,Upregulated,Histidine--tRNA ligase,"K01892 histidyl-tRNA synthetase [EC:6.1.1.21] | (RefSeq) HTS1, TS4572, TSM4572; histidine--tRNA ligase"
jgi|Sacce1|5081|YNL292W,2.359444204363785,7.835651803905349e-05,4.105924871171735,EBY / GNHR,Upregulated,Pseudouridylate synthase,K03177 tRNA pseudouridine55 synthase [EC:5.4.99.25] | (RefSeq) PUS4; pseudouridine synthase PUS4
jgi|Sacce1|5544|YOL093W,2.3525745166469423,6.023067501785794e-05,4.220182269572436,EBY / GNHR,Upregulated,,K15445 tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221] | (RefSeq) TRM10; tRNA (guanine(9)-N(1))-methyltransferase
jgi|Sacce1|1043|YDR023W,2.3492882745008425,3.2301171826385274e-06,5.490781721987737,EBY / GNHR,Upregulated,Serine--tRNA ligase,K01875 seryl-tRNA synthetase [EC:6.1.1.11] | (RefSeq) SES1; serine--tRNA ligase SES1
jgi|Sacce1|2376|YGL189C,2.3475269105180594,2.7232204768889066e-05,4.564917195964475,EBY / GNHR,Upregulated,,"K02976 small subunit ribosomal protein S26e | (RefSeq) RPS26A, RPS26; ribosomal 40S subunit protein S26A"
jgi|Sacce1|1434|YDR395W,2.346133709133974,2.35623403630093e-06,5.627781574824627,EBY / GNHR,Upregulated,,"K20223 importin-7 | (RefSeq) SXM1, KAP108; Sxm1p"
jgi|Sacce1|4699|YMR024W,2.3452325030095795,1.2805228164808894e-05,4.89261267882502,EBY / GNHR,Upregulated,,"no KO assigned | (RefSeq) MRPL3, mL44; mitochondrial 54S ribosomal protein YmL3"
jgi|Sacce1|896|YDL117W,2.34512126946452,8.672012539175836e-05,4.061880102843173,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) CYK3; Cyk3p
jgi|Sacce1|60|YAL023C,2.344924981082353,7.245047350839168e-05,4.13995877180206,EBY / GNHR,Upregulated,Dolichyl-phosphate-mannose--protein mannosyltransferase,"K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109] | (RefSeq) PMT2, FUN25; dolichyl-phosphate-mannose-protein mannosyltransferase PMT2"
jgi|Sacce1|2189|YFL037W,2.3413143380472965,5.468060788489504e-06,5.262166666021039,EBY / GNHR,Upregulated,,"K07375 tubulin beta | (RefSeq) TUB2, ARM10, SHE8; beta-tubulin"
jgi|Sacce1|5601|YOL040C,2.3361893262783386,9.593691718866892e-05,4.018014241149054,EBY / GNHR,Upregulated,,"K02958 small subunit ribosomal protein S15e | (RefSeq) RPS15, RPS21; ribosomal 40S subunit protein S15"
jgi|Sacce1|4028|YLR009W,2.3331232431863613,1.2420852353256573e-05,4.905848600647801,EBY / GNHR,Upregulated,,K02896 large subunit ribosomal protein L24e | (RefSeq) RLP24; ATPase-activating ribosome biosynthesis protein
jgi|Sacce1|3672|YKL155C,2.330392977047773,2.1731691918376783e-05,4.662906460416218,EBY / GNHR,Upregulated,,"K27906 ribosome assembly protein METTL17/RSM22, mitochondrial | (RefSeq) RSM22; tRNA methyltransferase RSM22"
jgi|Sacce1|2377|YGL188C-A,2.327724977490797,9.757723000209421e-06,5.010651514691475,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) uncharacterized protein
jgi|Sacce1|3866|YKR027W,2.3248697933996403,4.418851531931741e-05,4.354690589962028,EBY / GNHR,Upregulated,,"K19880 Chs5-Arf1p-binding protein CHS6/BCH2 | (RefSeq) BCH2, FMP50; Bch2p"
jgi|Sacce1|260|YBR017C,2.3215179796277483,6.521943731803965e-06,5.1856229523979644,EBY / GNHR,Upregulated,,K18752 transportin-1 | (RefSeq) KAP104; Kap104p
jgi|Sacce1|3810|YKL027W,2.314693201978959,3.5205484320867046e-07,6.453389676727541,EBY / GNHR,Upregulated,Ubiquitin--protein ligase,K22132 tRNA threonylcarbamoyladenosine dehydratase | (RefSeq) TCD2; tRNA threonylcarbamoyladenosine dehydratase
jgi|Sacce1|4609|YML059C,2.300861301505678,8.970732562483331e-06,5.047172090417044,EBY / GNHR,Upregulated,1-phosphatidylinositol 4-kinase,K14676 lysophospholipid hydrolase [EC:3.1.1.5] | (RefSeq) NTE1; lysophospholipase
jgi|Sacce1|5406|YNR020C,2.298129175965577,3.6998064907490996e-06,5.431820990040459,EBY / GNHR,Upregulated,,K18156 mitochondrial inner membrane protease ATP23 [EC:3.4.24.-] | (RefSeq) ATP23; putative metalloprotease
jgi|Sacce1|356|YBR106W,2.296313691759082,1.725634878853786e-05,4.7630510897757885,EBY / GNHR,Upregulated,,"K27165 SRP-independent targeting protein 3 | (RefSeq) SND3, PHO88; Snd3p"
jgi|Sacce1|4336|YLR293C,2.293900828477004,4.6168050121470494e-05,4.335658467215547,EBY / GNHR,Upregulated,,"K07936 GTP-binding nuclear protein Ran | (RefSeq) GSP1, CNR1, CST17; Ran GTPase GSP1"
jgi|Sacce1|4039|YLR020C,2.290724982002386,9.058539568897983e-07,6.042941814276166,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) YEH2; sterol esterase
jgi|Sacce1|2940|YHL001W,2.2836001176205767,5.588536263879974e-05,4.252701926596968,EBY / GNHR,Upregulated,,K02875 large subunit ribosomal protein L14e | (RefSeq) RPL14B; ribosomal 60S subunit protein L14B
jgi|Sacce1|6475|YPR113W,2.2725047347406284,5.8237841275615846e-05,4.234794731556687,EBY / GNHR,Upregulated,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,K00999 CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11] | (RefSeq) PIS1; CDP-diacylglycerol--inositol 3-phosphatidyltransferase
jgi|Sacce1|4084|YLR065C,2.270267678340304,2.3465025988930747e-05,4.629578960443903,EBY / GNHR,Upregulated,,"K27164 SRP-independent targeting protein 2 | (RefSeq) SND2, ENV10; Snd2p"
jgi|Sacce1|6504|YPR141C,2.2691508363204873,3.708465425639445e-05,4.430805765600279,EBY / GNHR,Upregulated,,"K10405 kinesin family member C1 (minus-end-directed kinesin ATPase) [EC:5.6.1.4] | (RefSeq) KAR3, OSR11; Kar3p"
jgi|Sacce1|3139|YHR170W,2.2623131178787026,7.786706001287837e-05,4.108646222430957,EBY / GNHR,Upregulated,,"K07562 60S ribosomal export protein NMD3 | (RefSeq) NMD3, SRC5; ribosome-binding protein NMD3"
jgi|Sacce1|710|YCR063W,2.2597901219441945,7.167733256685222e-07,6.144618165079361,EBY / GNHR,Upregulated,,"K12873 bud site selection protein 31 | (RefSeq) BUD31, CWC14; U2 snRNP complex subunit BUD31"
jgi|Sacce1|530|YBR261C,2.2571489591513365,1.3532452310201307e-05,4.868623494734068,EBY / GNHR,Upregulated,,"K16219 protein N-terminal methyltransferase [EC:2.1.1.244] | (RefSeq) TAE1, NTM1; N-terminal protein methyltransferase"
jgi|Sacce1|6556|YPR186C,2.255728863865689,7.356050422390362e-05,4.133355302531996,EBY / GNHR,Upregulated,,"K09191 general transcription factor IIIA | (RefSeq) PZF1, TFC2; Pzf1p"
jgi|Sacce1|1931|YER006W,2.2543133486537426,2.5510394748509954e-06,5.593282821054138,EBY / GNHR,Upregulated,,K14538 nuclear GTP-binding protein | (RefSeq) NUG1; RNA-binding GTPase NUG1
jgi|Sacce1|1255|YDR226W,2.2541851631228798,7.02118108769191e-05,4.153589825659082,EBY / GNHR,Upregulated,Adenylate kinase,"K00939 adenylate kinase [EC:2.7.4.3] | (RefSeq) ADK1, AKY1, AKY2; adenylate kinase ADK1"
jgi|Sacce1|806|YDL201W,2.2507534513307546,2.354667956332942e-07,6.628070326284298,EBY / GNHR,Upregulated,tRNA (guanine-N7-)-methyltransferase,K03439 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33] | (RefSeq) TRM8; tRNA (guanine46-N7)-methyltransferase
jgi|Sacce1|2066|YER113C,2.25031337493245,9.87596016973694e-05,4.005420670268896,EBY / GNHR,Upregulated,,K17086 transmembrane 9 superfamily member 2/4 | (RefSeq) TMN3; Tmn3p
jgi|Sacce1|3761|YKL072W,2.247515785963542,5.794934877237315e-06,5.23695144022073,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) STB6; Stb6p
jgi|Sacce1|1069|YDR047W,2.2467612655518368,5.747409505575874e-05,4.240527858081901,EBY / GNHR,Upregulated,Uroporphyrinogen decarboxylase,"K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37] | (RefSeq) HEM12, HEM6; uroporphyrinogen decarboxylase HEM12"
jgi|Sacce1|412|YBR155W,2.2461094842085845,2.235530760898227e-06,5.650619349863743,EBY / GNHR,Upregulated,Serine/threonine specific protein phosphatase,K24927 tetratricopeptide repeat protein 4 | (RefSeq) CNS1; HSP70/90 family co-chaperone CNS1
jgi|Sacce1|5786|YOR133W,2.23794766801606,3.550604268003899e-05,4.449697729218918,EBY / GNHR,Upregulated,,K03234 elongation factor 2 | (RefSeq) EFT1; elongation factor 2
jgi|Sacce1|6394|YPR034W,2.2352775991561695,1.6433923288567543e-06,5.784258744588242,EBY / GNHR,Upregulated,,"K11767 actin-related protein 7 | (RefSeq) ARP7, RSC11, SWP61; Arp7p"
jgi|Sacce1|1219|YDR191W,2.2310725237205644,4.434288109587066e-05,4.353176092832064,EBY / GNHR,Upregulated,In linear amides,K11121 NAD-dependent protein deacetylase SIR2 [EC:2.3.1.286] | (RefSeq) HST4; NAD-dependent histone deacetylase HST4
jgi|Sacce1|4538|YML124C,2.229524069752793,1.1833585526302943e-05,4.9268836460436125,EBY / GNHR,Upregulated,,K07374 tubulin alpha | (RefSeq) TUB3; alpha-tubulin TUB3
jgi|Sacce1|4679|YMR006C,2.227223069448286,5.6872976919192575e-05,4.245094038747277,EBY / GNHR,Upregulated,Lysophospholipase,K13333 lysophospholipase [EC:3.1.1.5] | (RefSeq) PLB2; lysophospholipase
jgi|Sacce1|240|YBL004W,2.222193474795043,5.050904528821005e-05,4.2966308403568,EBY / GNHR,Upregulated,,K14772 U3 small nucleolar RNA-associated protein 20 | (RefSeq) UTP20; Utp20p
jgi|Sacce1|3016|YHR062C,2.220273267727117,1.6851488475898628e-06,5.773361732281141,EBY / GNHR,Upregulated,Ribonuclease P,K03539 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5] | (RefSeq) RPP1; RNA-binding RNA processing protein RPP1
jgi|Sacce1|6545|YPR175W,2.2194638952118475,7.092645246376964e-05,4.149191761763461,EBY / GNHR,Upregulated,DNA-directed DNA polymerase,K02325 DNA polymerase epsilon subunit 2 [EC:2.7.7.7] | (RefSeq) DPB2; DNA polymerase epsilon noncatalytic subunit
jgi|Sacce1|4453|YLR401C,2.218249934214775,6.907944409534967e-05,4.160651165998811,EBY / GNHR,Upregulated,Oxidoreductases,K05544 tRNA-dihydrouridine synthase 3 [EC:1.3.1.89] | (RefSeq) DUS3; tRNA dihydrouridine synthase DUS3
jgi|Sacce1|6139|YPL212C,2.21425223565886,5.416067112637163e-05,4.266315962774279,EBY / GNHR,Upregulated,tRNA-pseudouridine synthase I,K06173 tRNA pseudouridine38-40 synthase [EC:5.4.99.12] | (RefSeq) PUS1; pseudouridine synthase PUS1
jgi|Sacce1|452|YBR192W,2.2139912489282234,1.497631238405557e-06,5.824595109761375,EBY / GNHR,Upregulated,,"K15116 solute carrier family 25, member 33/36 | (RefSeq) RIM2, PYT1; Rim2p"
jgi|Sacce1|594|YCL050C,2.213815416793224,5.4523238053997047e-05,4.2634183599682505,EBY / GNHR,Upregulated,,"K00988 sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53] | (RefSeq) APA1, DTP1; bifunctional AP-4-A phosphorylase/ADP sulfurylase"
jgi|Sacce1|2291|YFR051C,2.211285952480439,8.5105993013363e-06,5.070039856590013,EBY / GNHR,Upregulated,,K20471 coatomer subunit delta | (RefSeq) RET2; coatomer subunit delta
jgi|Sacce1|6141|YPL210C,2.205935699829562,2.16081836851601e-06,5.665381736988304,EBY / GNHR,Upregulated,,K03108 signal recognition particle subunit SRP72 | (RefSeq) SRP72; signal recognition particle subunit SRP72
jgi|Sacce1|1405|YDR370C,2.204323858872197,3.8771325149758184e-05,4.411489355160121,EBY / GNHR,Upregulated,,no KO assigned | (RefSeq) DXO1; Dxo1p
jgi|Sacce1|3670|YKL156W,2.197990709301312,8.701919596354696e-05,4.06038493380138,EBY / GNHR,Upregulated,,K02978 small subunit ribosomal protein S27e | (RefSeq) RPS27A; ribosomal 40S subunit protein S27A
jgi|Sacce1|1106|YDR083W,2.1948841059873185,5.604355514376528e-06,5.2514743228804255,EBY / GNHR,Upregulated,,K14850 ribosomal RNA-processing protein 8 [EC:2.1.1.287] | (RefSeq) RRP8; 25S rRNA (adenine645-N1)-methyltransferase
jgi|Sacce1|1620|YIL148W,2.1917242301386555,3.6699542781528005e-06,5.4353393463390915,EBY / GNHR,Upregulated,,"K02927 ubiquitin-large subunit ribosomal protein L40e | (RefSeq) RPL40A, CEP52A, UB11, UBI1; ubiquitin-ribosomal 60S subunit protein L40A fusion protein"
jgi|Sacce1|6082|YPL266W,2.190135476600182,2.699974276532192e-05,4.568640373475584,EBY / GNHR,Upregulated,Methyltransferases,"K14191 18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183] | (RefSeq) DIM1, CDH1; putative dimethyladenosine transferase"
jgi|Sacce1|2562|YGL008C,2.185825295888329,1.3920800802253121e-05,4.856335780961362,EBY / GNHR,Upregulated,Proton-exporting ATPase,"K01535 H+-transporting ATPase [EC:7.1.2.1] | (RefSeq) PMA1, KTI10; H(+)-exporting P2-type ATPase PMA1"
jgi|Sacce1|3659|YKL166C,2.1843441298164197,1.4322199412725447e-05,4.8439902837416104,EBY / GNHR,Upregulated,,K04345 protein kinase A [EC:2.7.11.11] | (RefSeq) TPK3; cAMP-dependent protein kinase catalytic subunit TPK3
jgi|Sacce1|5383|YNL002C,2.1787842220856666,5.1280234168287405e-05,4.290050000303536,EBY / GNHR,Upregulated,,"K02937 large subunit ribosomal protein L7e | (RefSeq) RLP7, RPL7; Rlp7p"
jgi|Sacce1|4537|YML125C,2.1767766176301384,5.7766740704522635e-05,4.2383221353835,EBY / GNHR,Upregulated,Cytochrome-b5 reductase,"K00326 cytochrome-b5 reductase [EC:1.6.2.2] | (RefSeq) PGA3, NQR1; cytochrome-b5 reductase"
jgi|Sacce1|2369|YGL195W,2.176505596187486,1.8587815507463845e-05,4.730771646742343,EBY / GNHR,Upregulated,,"no KO assigned | (RefSeq) GCN1, AAS103, NDR1; Gcn1p"
jgi|Sacce1|3883|YKR043C,2.174260214761287,1.2555868875086662e-05,4.901153228423067,EBY / GNHR,Upregulated,Phosphoglycerate mutase,K22315 sedoheptulose-bisphosphatase [EC:3.1.3.37] | (RefSeq) SHB17; sedoheptulose-bisphosphatase
jgi|Sacce1|1639|YIL131C,2.1717980609880754,4.261886714020983e-05,4.370398098528304,EBY / GNHR,Upregulated,,K24664 forkhead protein FKH | (RefSeq) FKH1; forkhead family transcription factor FKH1
jgi|Sacce1|3498|YJR064W,2.1706679020589488,1.6473722641810293e-07,6.783208250246551,EBY / GNHR,Upregulated,,"K09497 T-complex protein 1 subunit epsilon | (RefSeq) CCT5, TCP5; chaperonin-containing T-complex subunit CCT5"
