Geneid,log2FoldChange,pvalue,-log10(pvalue),comparison,Regulation,JGI_annotation,KEGG_annotation
jgi|Sacce1|3439|YJR003C,-2.368572779195356,9.659612848072477e-05,4.015040279517755,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) MRX12; Mrx12p
jgi|Sacce1|4954|YMR259C,-2.3689779494630208,4.087420936699853e-05,4.388550634842254,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) TRM732; tRNA methylation protein TRM732
jgi|Sacce1|5824|YOR168W,-2.3702435494716485,2.3073274295189065e-07,6.636890770999913,GNHR / EBY,Downregulated,Glutamine--tRNA ligase,K01886 glutaminyl-tRNA synthetase [EC:6.1.1.18] | (RefSeq) GLN4; glutamine--tRNA ligase
jgi|Sacce1|5323|YNL061W,-2.3710199382310453,5.8613397589157584e-05,4.232003103538087,GNHR / EBY,Downregulated,,"K14835 25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310] | (RefSeq) NOP2, YNA1; rRNA (cytosine-C5-)-methyltransferase NOP2"
jgi|Sacce1|175|YBL063W,-2.3714378666543308,5.212292137764191e-06,5.282971251005621,GNHR / EBY,Downregulated,Plus-end-directed kinesin ATPase,"K10398 kinesin family member 11 | (RefSeq) KIP1, CIN9; Kip1p"
jgi|Sacce1|5713|YOR063W,-2.37910480037692,1.2265432223707932e-05,4.911317143008851,GNHR / EBY,Downregulated,,"K02925 large subunit ribosomal protein L3e | (RefSeq) RPL3, MAK8, TCM1, YOR29-14; ribosomal 60S subunit protein L3"
jgi|Sacce1|4457|YLR405W,-2.381846883355066,2.9787382827124684e-05,4.525967653000779,GNHR / EBY,Downregulated,Oxidoreductases,K05545 tRNA-dihydrouridine synthase 4 [EC:1.3.1.90] | (RefSeq) DUS4; tRNA dihydrouridine synthase
jgi|Sacce1|4591|YML077W,-2.382132642405558,6.483075229624459e-05,4.188218938813383,GNHR / EBY,Downregulated,,K20300 trafficking protein particle complex subunit 1 | (RefSeq) BET5; TRAPP subunit BET5
jgi|Sacce1|3020|YHR065C,-2.390995049464225,1.6391530353092165e-05,4.785380497748789,GNHR / EBY,Downregulated,In phosphorous-containing anhydrides,K14777 ATP-dependent RNA helicase DDX47/RRP3 [EC:5.6.2.7] | (RefSeq) RRP3; RNA-dependent ATPase RRP3
jgi|Sacce1|1661|YIL110W,-2.3938880737479904,9.76598018100243e-07,6.010284161404549,GNHR / EBY,Downregulated,,"K18803 protein-histidine N-methyltransferase [EC:2.1.1.85] | (RefSeq) HPM1, MNI1; protein-histidine N-methyltransferase"
jgi|Sacce1|5696|YOR046C,-2.3947740161307527,1.0091181459192272e-05,4.996057984291326,GNHR / EBY,Downregulated,In phosphorous-containing anhydrides,"K18655 ATP-dependent RNA helicase DDX19/DBP5 [EC:5.6.2.7] | (RefSeq) DBP5, RAT8; ATP-dependent RNA helicase DBP5"
jgi|Sacce1|4022|YLR003C,-2.3961779650702795,5.633544087125881e-07,6.249218302621307,GNHR / EBY,Downregulated,,K14784 protein CMS1 | (RefSeq) CMS1; Cms1p
jgi|Sacce1|4167|YLR146C,-2.3964167282727553,5.240991351457076e-07,6.280586556957885,GNHR / EBY,Downregulated,Spermine synthase,K00802 spermine synthase [EC:2.5.1.22] | (RefSeq) SPE4; spermine synthase
jgi|Sacce1|1469|YDR429C,-2.402497500968416,4.695359587609268e-05,4.328331142282982,GNHR / EBY,Downregulated,,K03248 translation initiation factor 3 subunit G | (RefSeq) TIF35; translation initiation factor eIF3 core subunit G
jgi|Sacce1|4249|YLR212C,-2.407707628706043,3.603323739736607e-05,4.443296717043411,GNHR / EBY,Downregulated,,K10389 tubulin gamma | (RefSeq) TUB4; gamma-tubulin
jgi|Sacce1|3337|YJL097W,-2.4105315920118575,2.2734530854778887e-05,4.6433140033802704,GNHR / EBY,Downregulated,,K10703 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134] | (RefSeq) PHS1; enoyl-CoA hydratase PHS1
jgi|Sacce1|3778|YKL057C,-2.4133041521755594,1.5036238850330781e-05,4.822860784144926,GNHR / EBY,Downregulated,,"K14303 nuclear pore complex protein Nup160 | (RefSeq) NUP120, RAT2; Nup120p"
jgi|Sacce1|4407|YLR359W,-2.413924801879129,4.892693733659784e-05,4.3104519687780645,GNHR / EBY,Downregulated,Adenylosuccinate lyase,"K01756 adenylosuccinate lyase [EC:4.3.2.2] | (RefSeq) ADE13, BRA1, BRA8; adenylosuccinase ADE13"
jgi|Sacce1|2027|YER082C,-2.4175986660733573,7.7763804766914e-05,4.1092224987395545,GNHR / EBY,Downregulated,,"K14768 U3 small nucleolar RNA-associated protein 7 | (RefSeq) UTP7, KRE31; Utp7p"
jgi|Sacce1|6435|YPR074C,-2.423848429690247,1.3605004593829965e-05,4.86630130724147,GNHR / EBY,Downregulated,Transketolase,K00615 transketolase [EC:2.2.1.1] | (RefSeq) TKL1; transketolase TKL1
jgi|Sacce1|738|YCR092C,-2.425097399851371,3.4647247176784786e-05,4.460331265624329,GNHR / EBY,Downregulated,,K08736 DNA mismatch repair protein MSH3 | (RefSeq) MSH3; mismatch repair protein MSH3
jgi|Sacce1|399|YBR142W,-2.4263482385806903,7.233040738374971e-05,4.14067908883602,GNHR / EBY,Downregulated,Adenosinetriphosphatase,K14805 ATP-dependent RNA helicase DDX24/MAK5 [EC:5.6.2.7] | (RefSeq) MAK5; putative ATP-dependent RNA helicase
jgi|Sacce1|3474|YJR040W,-2.428643489226697,3.836618848781828e-05,4.416051343906449,GNHR / EBY,Downregulated,,"K05012 chloride channel 3/4/5 | (RefSeq) GEF1, CLC; Gef1p"
jgi|Sacce1|2497|YGL070C,-2.4292111568627317,3.7945184522080307e-06,5.4208433309196025,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K03017 DNA-directed RNA polymerase II subunit RPB9 | (RefSeq) RPB9, SSU73; DNA-directed RNA polymerase II core subunit RPB9"
jgi|Sacce1|618|YCL027W,-2.438055811495713,3.002149654872927e-06,5.522567662304102,GNHR / EBY,Downregulated,,K11243 nuclear fusion protein | (RefSeq) FUS1; Fus1p
jgi|Sacce1|3136|YHR167W,-2.442732479498468,1.699314871895262e-05,4.769726141756815,GNHR / EBY,Downregulated,,K18713 THO complex subunit THP2 | (RefSeq) THP2; Thp2p
jgi|Sacce1|5222|YNL153C,-2.4469855006581325,1.0861507202985935e-05,4.964109905454177,GNHR / EBY,Downregulated,,"K09550 prefoldin subunit 4 | (RefSeq) GIM3, PFD4; tubulin-binding prefolding complex subunit GIM3"
jgi|Sacce1|3153|YHR181W,-2.4496149816060613,7.957157606871207e-06,5.099242039812918,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) SVP26, ERV26; Svp26p"
jgi|Sacce1|3019|YHR064C,-2.4519316076618924,5.69294773635173e-07,6.244662803175671,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) SSZ1, PDR13; Ssz1p"
jgi|Sacce1|4312|YLR272C,-2.4533744345821953,8.543650047895921e-06,5.0683565488665865,GNHR / EBY,Downregulated,,"K06677 condensin complex subunit 1 | (RefSeq) YCS4, LOC7; condensin subunit YCS4"
jgi|Sacce1|3684|YKL144C,-2.454067262982029,1.0658929189636301e-05,4.972286422925859,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K03022 DNA-directed RNA polymerase III subunit RPC8 | (RefSeq) RPC25, YKL1; DNA-directed RNA polymerase III subunit RPC25"
jgi|Sacce1|1678|YIL096C,-2.4554404791547038,1.0011499742836734e-05,4.999500859458688,GNHR / EBY,Downregulated,,K19307 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313] | (RefSeq) BMT5; 25S rRNA (uracil2634-N3)-methyltransferase
jgi|Sacce1|307|YBR061C,-2.4568461632355336,1.675347802630728e-05,4.77589501962215,GNHR / EBY,Downregulated,Methyltransferases,K14864 tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [EC:2.1.1.205] | (RefSeq) TRM7; tRNA methyltransferase TRM7
jgi|Sacce1|6357|YPL001W,-2.458178748886715,2.299418309757515e-05,4.638382014770842,GNHR / EBY,Downregulated,Histone acetyltransferase,"K11303 histone acetyltransferase 1 [EC:2.3.1.48] | (RefSeq) HAT1, KAT1; histone acetyltransferase catalytic subunit HAT1"
jgi|Sacce1|5822|YOR166C,-2.4622030500205954,8.583077566582401e-06,5.066356962671801,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) SWT1; mRNA-processing endoribonuclease
jgi|Sacce1|3673|YKL154W,-2.4640022659118563,3.3058919819541356e-05,4.4807113408455335,GNHR / EBY,Downregulated,,K12272 signal recognition particle receptor subunit beta | (RefSeq) SRP102; Signal recognition particle receptor subunit beta
jgi|Sacce1|1955|YER025W,-2.464627773209337,6.381528418319939e-06,5.195075292415867,GNHR / EBY,Downregulated,,"K03242 translation initiation factor 2 subunit 3 | (RefSeq) GCD11, SUI4; translation initiation factor eIF2 subunit gamma"
jgi|Sacce1|1424|YDR385W,-2.473187166454251,4.308559074834946e-06,5.365667948047652,GNHR / EBY,Downregulated,,K03234 elongation factor 2 | (RefSeq) EFT2; elongation factor 2
jgi|Sacce1|4033|YLR014C,-2.4813975745940002,1.0636880419629697e-05,4.973185723092785,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) PPR1; Ppr1p
jgi|Sacce1|6271|YPL086C,-2.4843074771000198,2.1587310073580215e-07,6.6658014703559925,GNHR / EBY,Downregulated,Histone acetyltransferase,"K07739 elongator complex protein 3 (tRNA carboxymethyluridine synthase) [EC:2.3.1.311] | (RefSeq) ELP3, HPA1, KAT9, KTI8, TOT3; Elongator subunit ELP3"
jgi|Sacce1|206|YBL035C,-2.485705628074638,2.2775048308919342e-05,4.642540693157386,GNHR / EBY,Downregulated,DNA-directed DNA polymerase,K02321 DNA polymerase alpha subunit B | (RefSeq) POL12; DNA-directed DNA polymerase alpha subunit POL12
jgi|Sacce1|2063|YER110C,-2.511267058691972,1.0998521391121365e-05,4.958665696190815,GNHR / EBY,Downregulated,1-phosphatidylinositol 3-kinase,"K20221 importin-4 | (RefSeq) KAP123, YRB4; karyopherin KAP123"
jgi|Sacce1|400|YBR143C,-2.5116871158874896,1.847615113071727e-06,5.7333884939808,GNHR / EBY,Downregulated,,"K03265 peptide chain release factor subunit 1 | (RefSeq) SUP45, SAL4, SUP1, SUP47; translation termination factor eRF1"
jgi|Sacce1|816|YDL191W,-2.5192609362059564,1.1754387518922834e-05,4.929799995554956,GNHR / EBY,Downregulated,,"K02918 large subunit ribosomal protein L35e | (RefSeq) RPL35A, SOS1; ribosomal 60S subunit protein L35A"
jgi|Sacce1|2080|YER126C,-2.5234826398673853,2.7828590299433542e-05,4.555508792971867,GNHR / EBY,Downregulated,,K14842 ribosome biogenesis protein NSA2 | (RefSeq) NSA2; rRNA-processing protein NSA2
jgi|Sacce1|6113|YPL237W,-2.5267925198773424,1.0037265214927625e-06,5.998384600323864,GNHR / EBY,Downregulated,,K03238 translation initiation factor 2 subunit 2 | (RefSeq) SUI3; translation initiation factor eIF2 subunit beta
jgi|Sacce1|4382|YLR336C,-2.5341019163325433,1.362479650274569e-05,4.8656699755389985,GNHR / EBY,Downregulated,DNA ligase (ATP),K17583 nucleolar MIF4G domain-containing protein 1 | (RefSeq) SGD1; Sgd1p
jgi|Sacce1|44|YAL035W,-2.5369948214023577,5.225484240456668e-05,4.281873457711901,GNHR / EBY,Downregulated,DNA ligase (ATP),"K03243 translation initiation factor 5B | (RefSeq) FUN12, yIF2; translation initiation factor eIF5B"
jgi|Sacce1|5005|YMR305C,-2.53714835126235,9.043173712487217e-05,4.04367912661208,GNHR / EBY,Downregulated,"Glucan 1,3-beta-glucosidase",no KO assigned | (RefSeq) SCW10; putative family 17 glucosidase
jgi|Sacce1|2116|YER156C,-2.548854869949905,1.7675282647808373e-05,4.7526336326144,GNHR / EBY,Downregulated,,K25877 MYG1 exonuclease [EC:3.1.-.-] | (RefSeq) MYG1; Myg1p
jgi|Sacce1|5090|YNL283C,-2.555290860535853,2.3132217086048378e-05,4.635782740679764,GNHR / EBY,Downregulated,,"K11244 cell wall integrity and stress response component | (RefSeq) WSC2, STA3; Wsc2p"
jgi|Sacce1|3732|YKL099C,-2.5621697383174777,9.11913920617058e-05,4.040046154616067,GNHR / EBY,Downregulated,,K14769 U3 small nucleolar RNA-associated protein 11 | (RefSeq) UTP11; rRNA-processing protein UTP11
jgi|Sacce1|965|YDL051W,-2.568803607154266,2.513374103196012e-07,6.599742864029153,GNHR / EBY,Downregulated,,"K11090 lupus La protein | (RefSeq) LHP1, LAH1, YLA1; Lhp1p"
jgi|Sacce1|1991|YER055C,-2.573330627117242,3.6774266876358376e-06,5.4344559765127585,GNHR / EBY,Downregulated,ATP phosphoribosyltransferase,K00765 ATP phosphoribosyltransferase [EC:2.4.2.17] | (RefSeq) HIS1; ATP phosphoribosyltransferase
jgi|Sacce1|1669|YIL103W,-2.5781904928337225,4.548924910165312e-06,5.342091232079698,GNHR / EBY,Downregulated,,K07561 2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108] | (RefSeq) DPH1; 2-(3-amino-3-carboxypropyl)histidine synthase
jgi|Sacce1|4448|YLR397C,-2.580550321028353,3.596486251852961e-06,5.444121595520516,GNHR / EBY,Downregulated,Adenosinetriphosphatase,"K14575 AAA family ATPase | (RefSeq) AFG2, DRG1; AAA family ATPase AFG2"
jgi|Sacce1|4557|YML106W,-2.58265072693123,3.39950347132681e-06,5.468584511019563,GNHR / EBY,Downregulated,Orotate phosphoribosyltransferase,"K00762 orotate phosphoribosyltransferase [EC:2.4.2.10] | (RefSeq) URA5, PYR5; orotate phosphoribosyltransferase URA5"
jgi|Sacce1|2780|YGR200C,-2.585350267731716,1.5239868186278383e-05,4.817018789310034,GNHR / EBY,Downregulated,Lanosterol synthase,"K11374 elongator complex protein 2 | (RefSeq) ELP2, KTI3, TOT2; Elongator subunit ELP2"
jgi|Sacce1|5260|YNL119W,-2.5860157760237756,2.117470772775686e-05,4.67418257547652,GNHR / EBY,Downregulated,,"K14169 cytoplasmic tRNA 2-thiolation protein 2 | (RefSeq) NCS2, TUC2; Ncs2p"
jgi|Sacce1|2765|YGR185C,-2.5889525217354104,7.275822390133287e-06,5.13811791102781,GNHR / EBY,Downregulated,Tyrosine--tRNA ligase,"K01866 tyrosyl-tRNA synthetase [EC:6.1.1.1] | (RefSeq) TYS1, TTS1; tyrosine--tRNA ligase TYS1"
jgi|Sacce1|2060|YER107C,-2.5958803851491865,1.2444984173866977e-05,4.905005651341978,GNHR / EBY,Downregulated,,"K14298 mRNA export factor | (RefSeq) GLE2, RAE1; RNA export factor GLE2"
jgi|Sacce1|6095|YPL253C,-2.6035971346145472,3.1133559041235574e-05,4.506771229988248,GNHR / EBY,Downregulated,Myosin ATPase,no KO assigned | (RefSeq) VIK1; Vik1p
jgi|Sacce1|1031|YDR012W,-2.604325171902161,2.458413875363631e-05,4.609345001573329,GNHR / EBY,Downregulated,,K02930 large subunit ribosomal protein L4e | (RefSeq) RPL4B; ribosomal 60S subunit protein L4B
jgi|Sacce1|5717|YOR067C,-2.604976139278919,1.8865660022191916e-06,5.724327996241854,GNHR / EBY,Downregulated,Hexosyltransferases,"K03849 alpha-1,3-glucosyltransferase [EC:2.4.1.265] | (RefSeq) ALG8, YOR29-18; dolichyl-P-Glc:Glc1Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase"
jgi|Sacce1|2868|YGR285C,-2.620194401186025,8.78375858931719e-05,4.056319608773782,GNHR / EBY,Downregulated,,K09522 DnaJ homolog subfamily C member 2 | (RefSeq) ZUO1; zuotin
jgi|Sacce1|3779|YKL056C,-2.6238604873471916,3.6490802031265773e-05,4.437816591172892,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) TMA19, MMI1; Tma19p"
jgi|Sacce1|2553|YGL016W,-2.624786648110259,8.647712982473818e-06,5.063098733046001,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) KAP122, PDR6; Kap122p"
jgi|Sacce1|5874|YOR216C,-2.626296916114713,1.177621708597912e-06,5.928994197030537,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) RUD3, GRP1; Rud3p"
jgi|Sacce1|1694|YIL078W,-2.626462249556513,4.183597122974272e-05,4.378450144335211,GNHR / EBY,Downregulated,Threonine--tRNA ligase,K01868 threonyl-tRNA synthetase [EC:6.1.1.3] | (RefSeq) THS1; threonine--tRNA ligase THS1
jgi|Sacce1|1984|YER049W,-2.626920639150088,3.7063473565881084e-05,4.431053881298766,GNHR / EBY,Downregulated,,"K24029 prolyl 3-hydroxylase /prolyl 3,4-dihydroxylase [EC:1.14.11.-] | (RefSeq) TPA1; oxidative DNA demethylase"
jgi|Sacce1|5208|YNL166C,-2.6284322390739545,7.5702028709586876e-06,5.120892481852988,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) BNI5; Bni5p
jgi|Sacce1|5416|YNR030W,-2.6301426663208156,8.5897959309613e-05,4.06601715364375,GNHR / EBY,Downregulated,Dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase,"K03847 alpha-1,6-mannosyltransferase [EC:2.4.1.260] | (RefSeq) ALG12, ECM39; dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase"
jgi|Sacce1|3248|YJL183W,-2.637444844313082,6.776062516586499e-05,4.169022595817359,GNHR / EBY,Downregulated,,"K05532 mannan polymerase II complex MNN11 subunit [EC:2.4.1.-] | (RefSeq) MNN11; alpha-1,6-mannosyltransferase"
jgi|Sacce1|1400|YDR365C,-2.6423707186758616,4.7741058178098245e-06,5.321107959107734,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) ESF1; pre-rRNA-processing protein ESF1
jgi|Sacce1|6314|YPL043W,-2.646956291621191,5.912836587125589e-06,5.2282041234176555,GNHR / EBY,Downregulated,,"K14573 nucleolar protein 4 | (RefSeq) NOP4, NOP77; mRNA-binding ribosome biosynthesis protein NOP4"
jgi|Sacce1|6026|YOR361C,-2.647190653003647,1.4116037015029164e-06,5.850287211504911,GNHR / EBY,Downregulated,,"K03253 translation initiation factor 3 subunit B | (RefSeq) PRT1, CDC63, DNA26; translation initiation factor eIF3 core subunit B"
jgi|Sacce1|705|YCR057C,-2.6476535921887105,8.83404218212238e-06,5.053840531337618,GNHR / EBY,Downregulated,,"K14558 periodic tryptophan protein 2 | (RefSeq) PWP2, UTP1, YCR055C, YCR058C; snoRNA-binding rRNA-processing protein PWP2"
jgi|Sacce1|2659|YGR085C,-2.652567488713297,3.765214553001107e-05,4.424210271381051,GNHR / EBY,Downregulated,,K02868 large subunit ribosomal protein L11e | (RefSeq) RPL11B; ribosomal 60S subunit protein L11B
jgi|Sacce1|1815|YIR026C,-2.6573991145792397,2.18147707718541e-05,4.661249346190427,GNHR / EBY,Downregulated,Protein-tyrosine-phosphatase,K14819 dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48] | (RefSeq) YVH1; tyrosine protein phosphatase YVH1
jgi|Sacce1|2721|YGR145W,-2.6583465211529336,7.965880450621324e-06,5.0987662156300635,GNHR / EBY,Downregulated,,K14788 ribosome biogenesis protein ENP2 | (RefSeq) ENP2; ribosome biosynthesis protein ENP2
jgi|Sacce1|2431|YGL135W,-2.676376362081435,1.2051612322004034e-06,5.918954847221249,GNHR / EBY,Downregulated,,"K02865 large subunit ribosomal protein L10Ae | (RefSeq) RPL1B, SSM2; ribosomal 60S subunit protein L1B"
jgi|Sacce1|5497|YOL139C,-2.68057309778243,3.787733361270365e-05,4.421620600894933,GNHR / EBY,Downregulated,,"K03259 translation initiation factor 4E | (RefSeq) CDC33, TIF45; translation initiation factor eIF4E"
jgi|Sacce1|163|YBL072C,-2.694395261205588,7.231683654179318e-05,4.140760580078215,GNHR / EBY,Downregulated,,K02995 small subunit ribosomal protein S8e | (RefSeq) RPS8A; ribosomal 40S subunit protein S8A
jgi|Sacce1|4823|YMR142C,-2.695253439862483,6.684468739371114e-06,5.174933103394955,GNHR / EBY,Downregulated,,K02873 large subunit ribosomal protein L13e | (RefSeq) RPL13B; ribosomal 60S subunit protein L13B
jgi|Sacce1|4725|YMR049C,-2.6956536412672336,1.3969461808777852e-05,4.854820325308894,GNHR / EBY,Downregulated,2-acetyl-1-alkylglycerophosphocholine esterase,K14824 ribosome biogenesis protein ERB1 | (RefSeq) ERB1; Erb1p
jgi|Sacce1|4316|YLR276C,-2.700107558699862,1.8907793110735412e-05,4.7233591583977645,GNHR / EBY,Downregulated,In phosphorous-containing anhydrides,K14810 ATP-dependent RNA helicase DDX56/DBP9 [EC:5.6.2.7] | (RefSeq) DBP9; ATP-dependent DNA/RNA helicase
jgi|Sacce1|3737|YKL096W,-2.7009715761035347,1.2189881980047269e-05,4.914000499111917,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) CWP1, YJU1; Cwp1p"
jgi|Sacce1|3414|YJL025W,-2.702658659728715,2.0940937446612185e-05,4.679003880499687,GNHR / EBY,Downregulated,,K15219 RNA polymerase I-specific transcription initiation factor RRN7 | (RefSeq) RRN7; Rrn7p
jgi|Sacce1|5165|YNL209W,-2.710388853749471,2.9602607595522298e-05,4.528670031695541,GNHR / EBY,Downregulated,,"K03283 heat shock 70kDa protein 1/6/8 | (RefSeq) SSB2, YG103; Hsp70 family ATPase SSB2"
jgi|Sacce1|3098|YHR133C,-2.7156019633875865,7.015319771596475e-05,4.153952528217278,GNHR / EBY,Downregulated,,K26681 insulin-induced protein | (RefSeq) NSG1; Nsg1p
jgi|Sacce1|4755|YMR079W,-2.7176829080876095,2.491649065495449e-06,5.603513125596854,GNHR / EBY,Downregulated,Protein-tyrosine-phosphatase,"K26544 phosphatidylinositol/phosphatidylcholine transfer protein | (RefSeq) SEC14, PIT1; phosphatidylinositol/phosphatidylcholine transfer protein SEC14"
jgi|Sacce1|5236|YNL141W,-2.7199755034271287,4.706900452637054e-05,4.327264986594098,GNHR / EBY,Downregulated,Adenosine deaminase,K21053 adenine deaminase [EC:3.5.4.2] | (RefSeq) AAH1; adenine deaminase
jgi|Sacce1|1143|YDR119W,-2.72038039281092,3.9839981980092614e-08,7.39968086668278,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) VBA4; Vba4p
jgi|Sacce1|3178|YHR203C,-2.722594474397458,1.7810586188714055e-05,4.749321786638136,GNHR / EBY,Downregulated,,K02987 small subunit ribosomal protein S4e | (RefSeq) RPS4B; ribosomal 40S subunit protein S4B
jgi|Sacce1|1206|YDR180W,-2.7263601168167684,9.144553804301105e-05,4.0388374804617495,GNHR / EBY,Downregulated,,K06672 cohesin loading factor subunit SCC2 | (RefSeq) SCC2; cohesin-loading factor complex subunit SCC2
jgi|Sacce1|5930|YOR272W,-2.7285962167815203,3.452560633482369e-06,5.461858685651407,GNHR / EBY,Downregulated,,"K14863 ribosome biogenesis protein | (RefSeq) YTM1, CST14; Ytm1p"
jgi|Sacce1|3086|YHR123W,-2.729390910835505,2.0425612721713677e-06,5.689824906757949,GNHR / EBY,Downregulated,Ethanolaminephosphotransferase,K00993 ethanolaminephosphotransferase [EC:2.7.8.1] | (RefSeq) EPT1; bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase
jgi|Sacce1|411|YBR154C,-2.739827441442493,4.242706830993795e-07,6.372356976736918,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K03013 DNA-directed RNA polymerases I, II, and III subunit RPABC1 | (RefSeq) RPB5; DNA-directed RNA polymerase core subunit RPB5"
jgi|Sacce1|1643|YIL127C,-2.7464272721865903,9.417979021841477e-05,4.026042281265204,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) RRT14; Rrt14p
jgi|Sacce1|1045|YDR025W,-2.748057327001457,7.43209936520255e-06,5.128888492573258,GNHR / EBY,Downregulated,,K02949 small subunit ribosomal protein S11e | (RefSeq) RPS11A; ribosomal 40S subunit protein S11A
jgi|Sacce1|2237|YFR005C,-2.749242472995388,9.473848076000848e-05,4.0234735839614,GNHR / EBY,Downregulated,Ubiquitin thiolesterase,K12847 U4/U6.U5 tri-snRNP-associated protein 2 | (RefSeq) SAD1; mRNA splicing protein SAD1
jgi|Sacce1|5407|YNR021W,-2.757492618162016,9.716352047503665e-07,6.012496758016933,GNHR / EBY,Downregulated,,K24962 PAT complex subunit CCDC47 | (RefSeq) uncharacterized protein
jgi|Sacce1|1860|YEL055C,-2.767714956670686,4.407831368462859e-06,5.355775028754033,GNHR / EBY,Downregulated,DNA-directed DNA polymerase,K02331 DNA polymerase phi [EC:2.7.7.7] | (RefSeq) POL5; DNA-directed DNA polymerase
jgi|Sacce1|3922|YKR081C,-2.774371387705011,1.1344916739088896e-05,4.945198687076263,GNHR / EBY,Downregulated,,K14847 ribosome production factor 2 | (RefSeq) RPF2; rRNA-binding ribosome biosynthesis protein RPF2
jgi|Sacce1|5060|YNL313C,-2.7808646146144484,5.695258120906119e-07,6.244486588012477,GNHR / EBY,Downregulated,,K24935 tetratricopeptide repeat protein 27 | (RefSeq) EMW1; tetratricopeptide repeat-containing protein EMW1
jgi|Sacce1|4474|YLR420W,-2.781058127048743,1.968327688307224e-07,6.705902598294535,GNHR / EBY,Downregulated,Dihydroorotase,K01465 dihydroorotase [EC:3.5.2.3] | (RefSeq) URA4; dihydroorotase
jgi|Sacce1|4811|YMR131C,-2.7852899695064726,7.695427407127919e-06,5.113767254272741,GNHR / EBY,Downregulated,Transferring groups other than amino-acyl groups,K14848 ribosome assembly protein RRB1 | (RefSeq) RRB1; ribosome biosynthesis protein RRB1
jgi|Sacce1|3865|YKR026C,-2.785419956710209,1.2534527099920352e-08,7.901892046370245,GNHR / EBY,Downregulated,,"K03239 translation initiation factor eIF-2B subunit alpha | (RefSeq) GCN3, AAS2; translation initiation factor eIF2B subunit alpha"
jgi|Sacce1|4387|YLR341W,-2.791185182071862,7.035732226816478e-05,4.15269069772921,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) SPO77; Spo77p
jgi|Sacce1|4497|YLR441C,-2.794849254564649,2.9495536622845438e-05,4.530243698148143,GNHR / EBY,Downregulated,,"K02984 small subunit ribosomal protein S3Ae | (RefSeq) RPS1A, RP10A; ribosomal 40S subunit protein S1A"
jgi|Sacce1|2956|YHR013C,-2.7963467523623207,7.813309744494578e-05,4.107164958532053,GNHR / EBY,Downregulated,Ribosomal-protein-alanine N-acetyltransferase,"K20791 N-alpha-acetyltransferase 10/11 [EC:2.3.1.255] | (RefSeq) ARD1, NAA10; peptide alpha-N-acetyltransferase complex A subunit ARD1"
jgi|Sacce1|515|YBR247C,-2.805704052817612,7.911337877156499e-05,4.101750067256447,GNHR / EBY,Downregulated,,"K14797 essential nuclear protein 1 | (RefSeq) ENP1, MEG1; snoRNA-binding rRNA-processing protein ENP1"
jgi|Sacce1|2795|YGR214W,-2.8117881796877002,3.743218735279545e-07,6.426754794112051,GNHR / EBY,Downregulated,,"K02998 small subunit ribosomal protein SAe | (RefSeq) RPS0A, NAB1, NAB1A, YST1; ribosomal 40S subunit protein S0A"
jgi|Sacce1|5269|YNL110C,-2.8123922966950077,3.2832598362390077e-06,5.483694745970202,GNHR / EBY,Downregulated,,K14838 nucleolar protein 15 | (RefSeq) NOP15; rRNA-binding ribosome biosynthesis protein NOP15
jgi|Sacce1|4287|YLR249W,-2.817205064148635,7.741270537105406e-06,5.111187754824811,GNHR / EBY,Downregulated,,"K03235 elongation factor 3 | (RefSeq) YEF3, TEF3; translation elongation factor EF-3"
